"Estimated gross national income per capita, female (2017 PPP $)"
"Dimension: Income/composition of resources"
"SDG 8.5 By 2030, achieve full and productive employment and decent work for all women and men,including for young people and persons with disabilities, and equal pay for work of equal value"
"Definition: Derived from the ratio of female to male wages, female and male shares of economically active population and gross national income (in 2017 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details."
"Source: HDRO calculations based on ILO (2020), UNDESA (2019a), World Bank (2020a), United Nations Statistics Division (2020b) and IMF (2020)."
""
"28"," Malta","11233","","13988","","14237","","18330","","17940","","19339","","22065","","24079","","25876","","26410","","27542","","29274","","29368","a"
"157"," Mauritania","2228","","2135","","2322","","2466","","2472","","2509","","2551","","2573","","2672","","2660","","2694","","2711","","2782","a"
"66"," Mauritius","5192","","6691","","8006","","9729","","9931","","10980","","12569","","13078","","13741","","13830","","14571","","15261","","15870","a"
"74"," Mexico","7753","","10006","","10754","","11453","","11835","","12190","","12102","","12215","","12470","","12642","","12716","","12940","","12765","a"
"90"," Moldova (Republic of)","4807","","4433","","6789","","7989","","8444","","8670","","9455","","9798","","9635","","10057","","10725","","11421","","11994","a"
"99"," Mongolia","3250","","3965","","4864","","5744","","6390","","7502","","8262","","8409","","8610","","8495","","7901","","8692","","8756","a"
"48"," Montenegro","..","","..","","..","","12588","","13187","","13164","","13599","","14917","","15743","","15727","","16574","","17032","","17518","a"
"121"," Morocco","1374","","1694","","2218","","2726","","2821","","2804","","2907","","2863","","2914","","2854","","2887","","2944","","2975","a"
"181"," Mozambique","426","","568","","720","","923","","977","","1025","","1063","","1096","","1122","","1130","","1128","","1147","","1131","a"
"147"," Myanmar","573","","770","","1317","","2216","","2318","","2357","","2551","","2700","","2730","","2839","","2954","","3107","","3174","a"
"130"," Namibia","4902","","5207","","6144","","7171","","7524","","7695","","8657","","9193","","9350","","9245","","9154","","8699","","8482","a"
"142"," Nepal","1262","","1256","","1542","","1855","","1939","","2072","","2197","","2387","","2489","","2487","","2708","","2767","","2910","a"
